60	Hamarøy	9		6240549.748768	6934
60	Hamarøy	10		5177658.307566	5753
61	Hyllestad	1		157852428.913273	175393
61	Hyllestad	2		23778708.524987	26421
61	Hyllestad	3		14147886.075946	15720
61	Hyllestad	4		10968211.679871	12187
61	Hyllestad	5		7782237.334524	8647
61	Hyllestad	6		8244833.609527	9161
61	Hyllestad	7		7909136.312686	8788
61	Hyllestad	8		6430448.219634	7145
61	Hyllestad	9		7313341.110252	8126
61	Hyllestad	10		4664662.438400	5183
62	Sørfold	1		976628935.807613	1085152
62	Sørfold	2		173784100.625280	193095
62	Sørfold	3		77675674.526627	86307
62	Sørfold	4		31954242.692553	35505
62	Sørfold	5		24109905.858063	26789
62	Sørfold	6		25854091.813231	28727
62	Sørfold	7		16848764.327468	18721
62	Sørfold	8		13624090.293745	15138
62	Sørfold	9		16558066.668273	18398
62	Sørfold	10		12541399.011979	13935
63	Re	1		142992648.569982	158882
64	Sør-Odal	1		416943242.613659	463274
65	Forsand	1		424647180.578566	471834
65	Forsand	2		102182477.188763	113537
65	Forsand	3		48270211.310323	53634
65	Forsand	4		23082114.134223	25647
65	Forsand	5		17637157.979030	19597
65	Forsand	6		18881847.956324	20980
65	Forsand	7		12230901.512221	13590
65	Forsand	8		10227517.644215	11364
65	Forsand	9		12861796.432020	14291
65	Forsand	10		8290733.239926	9212
66	Randaberg	1		8332132.906560	9258
67	Meløy	1		470553110.926229	522841
67	Meløy	2		66969360.737836	74411
67	Meløy	3		24180105.292791	26867
67	Meløy	4		16828064.494150	18698
67	Meløy	5		9544423.144747	10605
67	Meløy	6		11779105.150254	13088
67	Meløy	7		6325149.067542	7028
67	Meløy	8		3828569.170935	4254
67	Meløy	9		4676362.344188	5196
67	Meløy	10		2857476.990531	3175
68	Nesseby	1		279462149.664685	310516
68	Nesseby	2		338053477.864610	375618
68	Nesseby	3		194115836.906262	215686
68	Nesseby	4		113188488.564277	125766
68	Nesseby	5		97702313.264704	108559
68	Nesseby	6		75316793.521212	83686
68	Nesseby	7		101003486.682432	112227
68	Nesseby	8		70875329.285529	78751
68	Nesseby	9		41362766.931627	45959
68	Nesseby	10		16378068.117689	18198
69	Vestre Slidre	1		214418773.419151	238245
69	Vestre Slidre	2		61798902.372285	68666
69	Vestre Slidre	3		32645437.126800	36273
69	Vestre Slidre	4		24211605.039143	26902
69	Vestre Slidre	5		16565266.610297	18406
69	Vestre Slidre	6		14125386.257123	15695
69	Vestre Slidre	7		16974763.312877	18861
69	Vestre Slidre	8		14231585.401968	15813
69	Vestre Slidre	9		12454999.707699	13839
69	Vestre Slidre	10		18052954.630881	20059
70	Lierne	1		1043813394.812319	1159802
70	Lierne	2		423919986.434215	471026
70	Lierne	3		257457326.856044	286066
70	Lierne	4		165604966.486837	184007
70	Lierne	5		134563316.446230	149516
70	Lierne	6		148569003.667010	165078
70	Lierne	7		139956973.014418	155509
70	Lierne	8		120682728.217880	134093
70	Lierne	9		121408122.376737	134899
70	Lierne	10		60133015.786622	66815
71	Dyrøy	1		159212317.962920	176904
71	Dyrøy	2		27435379.080119	30484
71	Dyrøy	3		12594498.584402	13994
71	Dyrøy	4		5919252.335974	6577
71	Dyrøy	5		4972459.959900	5525
71	Dyrøy	6		5822953.111412	6470
71	Dyrøy	7		3711570.113055	4124
71	Dyrøy	8		3576571.200116	3974
71	Dyrøy	9		4336165.083583	4818
71	Dyrøy	10		4121066.815635	4579
72	Sauherad	1		250751480.854114	278615
72	Sauherad	2		11594606.635905	12883
72	Sauherad	3		2893476.700647	3215
72	Sauherad	4		921592.578993	1024
72	Sauherad	5		865793.028312	962
72	Sauherad	6		600295.166200	667
72	Sauherad	7		594895.209682	661
72	Sauherad	8		233098.123007	259
72	Sauherad	9		129598.956421	144
72	Sauherad	10		40499.673882	45
73	Hornindal	1		112602593.282123	125115
73	Hornindal	2		15903771.936899	17671
73	Hornindal	3		8256533.515315	9174
73	Hornindal	4		4972459.959900	5525
73	Hornindal	5		4836561.054208	5374
73	Hornindal	6		5810353.212871	6456
73	Hornindal	7		2559579.389313	2844
73	Hornindal	8		1862984.998551	2070
73	Hornindal	9		1983584.027442	2204
73	Hornindal	10		3370472.859697	3745
74	Sogndal	1		471944499.722227	524387
74	Sogndal	2		41516665.692377	46130
74	Sogndal	3		20856432.056241	23174
74	Sogndal	4		14092086.525265	15658
74	Sogndal	5		11228309.585465	12476
74	Sogndal	6		12385700.265724	13762
74	Sogndal	7		8052235.160401	8947
74	Sogndal	8		5613254.799981	6237
74	Sogndal	9		6698646.060005	7443
74	Sogndal	10		21809524.381588	24233
75	Alvdal	1		474576078.531735	527311
75	Alvdal	2		105956146.801776	117730
75	Alvdal	3		69060043.902880	76734
75	Alvdal	4		54553960.711242	60616
75	Alvdal	5		49572500.823805	55081
75	Alvdal	6		52471377.480975	58302
75	Alvdal	7		26719884.841544	29689
75	Alvdal	8		18293252.695912	20326
75	Alvdal	9		18566850.492801	20630
75	Alvdal	10		25476994.849755	28308
76	Nord-Aurdal	1		506231523.629827	562484
76	Nord-Aurdal	2		110637909.102489	122932
76	Nord-Aurdal	3		49903698.156881	55449
76	Nord-Aurdal	4		36602705.261409	40670
76	Nord-Aurdal	5		33772228.053461	37525
76	Nord-Aurdal	6		32046941.946105	35608
76	Nord-Aurdal	7		35298615.762421	39221
76	Nord-Aurdal	8		23155013.547210	25728
76	Nord-Aurdal	9		20481135.078271	22757
76	Nord-Aurdal	10		10984411.549423	12205
77	Hemne	1		357629220.233148	397369
77	Hemne	2		66782162.245228	74203
77	Hemne	3		35531713.885429	39480
77	Hemne	4		29091365.745500	32324
77	Hemne	5		26227588.805695	29142
77	Hemne	6		31784144.062251	35316
77	Hemne	7		21772624.678718	24192
77	Hemne	8		15759773.096431	17511
77	Hemne	9		17549858.681996	19500
77	Hemne	10		14709481.553770	16344
78	Sør-Aurdal	1		817096220.426847	907892
78	Sør-Aurdal	2		73820105.573098	82023
78	Sør-Aurdal	3		39590681.201118	43990
78	Sør-Aurdal	4		25727192.835068	28586
78	Sør-Aurdal	5		17337460.392306	19264
78	Sør-Aurdal	6		17181761.646050	19091
78	Sør-Aurdal	7		22108321.975559	24565
78	Sør-Aurdal	8		22768016.663452	25298
78	Sør-Aurdal	9		28455970.861936	31618
78	Sør-Aurdal	10		20791632.578030	23102
79	Sauda	1		330541238.356073	367271
79	Sauda	2		53149072.023927	59055
79	Sauda	3		27344479.812074	30383
79	Sauda	4		17204261.464873	19116
79	Sauda	5		12530599.098944	13923
79	Sauda	6		12625098.338001	14028
79	Sauda	7		9820720.919894	10912
79	Sauda	8		8183634.102328	9093
79	Sauda	9		9548923.108511	10610
79	Sauda	10		25370795.704910	28190
80	Midsund	1		72613215.291426	80682
80	Midsund	2		4855460.902020	5395
80	Midsund	3		2496579.896608	2774
80	Midsund	4		1721686.136342	1913
80	Midsund	5		1354489.093149	1505
80	Midsund	6		1481388.071311	1646
80	Midsund	7		989092.035462	1099
80	Midsund	8		755093.919702	839
80	Midsund	9		764093.847232	849
80	Midsund	10		341997.246111	380
81	Rollag	1		354609744.547136	394014
81	Rollag	2		31749044.344887	35277
81	Rollag	3		12127402.345635	13475
81	Rollag	4		6038951.372113	6710
81	Rollag	5		3829469.163688	4255
81	Rollag	6		4301065.366219	4779
81	Rollag	7		4416264.438593	4907
81	Rollag	8		3111274.946855	3457
81	Rollag	9		3356072.975650	3729
81	Rollag	10		10265317.339838	11406
82	Trysil	1		2205009244.563287	2450030
82	Trysil	2		235273405.489574	261417
82	Trysil	3		118027749.596753	131143
82	Trysil	4		75357293.195093	83731
82	Trysil	5		45730431.761570	50812
82	Trysil	6		46310927.087206	51457
82	Trysil	7		56854342.187717	63172
82	Trysil	8		57286338.709121	63652
82	Trysil	9		61313806.278459	68127
82	Trysil	10		29906759.179650	33230
83	Øygarden	1		64488980.710776	71655
83	Øygarden	2		74699.398493	83
84	Kristiansund	1		72750914.182624	80835
84	Kristiansund	2		1333789.259832	1482
84	Kristiansund	3		746093.992173	829
84	Kristiansund	4		475196.173543	528
84	Kristiansund	5		344697.224370	383
84	Kristiansund	6		467996.231520	520
84	Kristiansund	7		390596.854769	434
84	Kristiansund	8		238498.079525	265
84	Kristiansund	9		297897.601218	331
84	Kristiansund	10		189898.470867	211
85	Grimstad	1		249552690.507239	277283
86	Volda	1		336968986.597354	374413
86	Volda	2		43523649.531399	48360
86	Volda	3		24298004.343424	26998
86	Volda	4		15910071.886169	17678
86	Volda	5		12825796.721903	14251
