"ID"	"Total"	"TotalTerrestrial"	"nuTypes"	"Forest"	"Open"	"HabitatClass"
"683"	980	1912	1870	18	197	1673	17
"684"	981	1929	1831	18	322	1509	14
"685"	982	1955	1872	19	210	1662	14
"686"	983	1745	1665	19	116	1549	14
"687"	984	1691	1684	16	590	1094	9
"688"	985	956	932	16	11	921	11
"689"	986	1957	1937	18	380	1557	17
"690"	987	1661	1630	14	611	1019	17
"691"	988	1286	1247	18	525	722	14
"692"	989	1451	1385	15	950	435	6
"693"	990	2650	2566	14	1835	731	6
"694"	991	2282	2175	15	1461	714	6
"695"	992	2002	1939	16	1616	323	6
"696"	993	1910	1893	15	1653	240	6
"697"	994	1935	1922	14	1592	330	6
"698"	995	1743	1730	16	1110	620	6
"699"	996	1261	1193	15	529	664	9
"700"	997	1545	1530	19	225	1305	14
"701"	998	1486	1486	16	540	946	17
"702"	999	1587	1508	14	378	1130	17
"703"	1000	1584	1371	16	392	979	17
"704"	1001	1128	1121	11	978	143	1
"705"	1002	1534	1428	16	193	1235	14
"706"	1003	1370	1320	13	145	1175	9
"707"	1004	1582	1578	13	332	1246	9
"708"	1005	978	953	11	592	361	9
"709"	1006	1908	1888	14	1542	346	5
"710"	1007	1178	1102	16	830	272	8
"711"	1008	2263	2260	19	1443	794	5
"712"	1009	1073	1072	16	243	829	14
"713"	1010	1702	1702	14	260	1442	14
"714"	1011	1830	1774	19	279	1452	14
"715"	1012	2230	2159	16	211	1948	14
"716"	1013	2450	2419	17	347	2072	14
"717"	1014	2642	2558	19	244	2314	14
"718"	1015	2734	2629	20	424	2205	17
"719"	1016	1980	1853	21	723	1122	17
"720"	1017	2089	1999	18	988	1011	14
"721"	1018	2018	1963	18	1038	892	5
"722"	1019	1884	1884	17	1395	473	5
"723"	1020	1721	1706	17	1249	453	5
"724"	1021	1323	1288	20	621	667	1
"725"	1022	1599	1595	16	1414	181	8
"726"	1023	1915	1914	16	901	1006	9
"727"	1024	1836	1827	19	690	1134	17
"728"	1025	2072	2027	20	538	1489	9
"729"	1026	2102	2030	20	617	1369	14
"730"	1027	1598	1598	15	746	848	9
"731"	1028	1468	1429	15	1032	397	5
"732"	1029	1606	1550	15	1275	275	1
"733"	1030	1730	1632	15	1297	335	1
"734"	1031	1872	1792	18	1276	516	1
"735"	1032	1870	1790	19	729	1061	20
"736"	1033	1341	1340	16	804	536	5
"737"	1034	1350	1349	13	1069	280	8
"738"	1035	1137	1137	15	1070	67	8
"739"	1036	1593	1589	16	1501	88	8
"740"	1037	1841	1822	21	1290	523	1
"741"	1038	1906	1768	19	801	967	14
"742"	1039	1937	1815	19	616	1199	14
"743"	1040	1994	1914	19	663	1251	14
"744"	1041	1297	1239	19	508	731	14
"745"	1042	2013	1993	19	769	1224	14
"746"	1043	1957	1939	19	876	1063	14
"747"	1044	1456	1455	17	1097	358	1
"748"	1045	1062	1001	18	361	640	17
"749"	1046	1415	1377	19	264	1113	14
"750"	1047	1049	1028	14	511	517	17
"751"	1048	1367	1345	16	138	1207	14
"752"	1049	1474	1474	16	745	729	14
"753"	1050	1126	1102	19	376	726	21
"754"	1051	1205	1204	19	582	604	1
"755"	1052	1656	1560	17	1369	191	6
"756"	1053	1478	1455	13	1229	226	7
"757"	1054	1477	1452	14	1280	172	2
"758"	1055	1478	1478	11	1380	98	1
"759"	1056	1924	1924	10	1628	296	6
"760"	1057	1925	1914	13	1531	383	5
"761"	1058	1921	1894	16	1468	426	8
"762"	1059	1920	1791	17	1376	415	8
"763"	1060	1653	1628	13	1556	72	7
"764"	1061	1634	1628	14	1493	135	5
"765"	1062	1187	1185	13	941	244	7
"766"	1063	1928	1928	15	1044	884	17
"767"	1064	1930	1917	14	153	1764	17
"768"	1065	1526	1482	17	55	1427	17
"769"	1066	1701	1690	13	545	1145	17
"770"	1067	1637	1631	13	9	1622	17
"771"	1068	1501	1501	13	86	1415	17
"772"	1069	1525	1525	10	29	1496	17
"773"	1070	1704	1640	14	550	1090	17
"774"	1071	1791	1790	16	97	1693	14
"775"	1072	1927	1868	13	9	1859	17
"776"	1073	1526	1506	13	6	1500	17
"777"	1074	1930	1898	9	0	1898	17
"778"	1075	1408	1392	14	1115	277	1
"779"	1076	1924	1742	11	1499	243	3
"780"	1077	1284	1272	15	740	532	1
"781"	1078	1544	1542	11	764	778	11
"782"	1079	1478	1425	9	1330	95	1
"783"	1080	1484	1476	12	1229	247	1
"784"	1081	1461	1437	13	1324	113	1
"785"	1082	1476	1463	13	1309	154	1
"786"	1083	1478	1420	11	1297	123	1
"787"	1084	1686	1685	11	1388	297	1
"788"	1085	1486	1444	14	1155	289	1
"789"	1086	1483	1455	11	1316	139	1
"790"	1087	1478	1403	9	1268	135	1
"791"	1088	1481	1443	13	1203	240	1
"792"	1089	1467	1452	13	1196	256	1
"793"	1090	1478	1471	11	1208	263	1
"794"	1091	1322	1215	10	1076	139	1
"795"	1092	1479	1434	16	748	686	1
"796"	1093	1698	1633	12	1437	196	1
"797"	1094	1471	1440	11	1379	61	1
"798"	1154	1046	1046	11	0	1046	17
"799"	1155	1208	1208	10	21	1187	17
"800"	1156	895	879	12	15	864	17
"801"	1157	937	937	12	1	936	17
"802"	1158	359	291	7	9	282	17
"803"	1159	581	580	13	3	577	16
"804"	1160	716	716	9	0	716	17
"805"	1161	805	790	11	3	787	14
"806"	1162	895	895	11	2	893	17
"807"	1163	1161	1161	8	0	1161	17
"808"	1164	760	760	12	19	741	17
"809"	1165	805	805	12	2	803	17
"810"	1166	470	407	9	11	396	17
"811"	1167	582	529	15	20	509	17
"812"	1168	582	499	11	8	491	17
"813"	1169	760	722	13	23	699	16
"814"	1170	937	937	11	5	932	17
"815"	1171	1073	1064	14	12	1052	17
"816"	1172	404	390	11	5	385	17
"817"	1173	1207	1207	11	0	1207	17
"818"	1174	672	659	12	11	648	17
"819"	1175	402	340	12	57	283	17
"820"	1176	582	582	9	0	582	17
"821"	1177	1590	1478	17	763	715	6
"822"	1178	1906	1906	18	683	1223	14
"823"	1179	1290	1288	14	104	1184	17
"824"	1180	1130	1130	17	651	479	17
"825"	1181	1834	1750	20	675	1075	17
"826"	1182	1762	1752	15	5	1747	14
"827"	1183	1026	956	20	428	528	17
"828"	1184	1080	1013	20	524	489	17
"829"	1185	1924	1924	15	1327	597	8
"830"	1186	1923	1923	15	1223	700	8
"831"	1187	1920	1907	17	1265	642	8
"832"	1188	1920	1913	17	1099	814	8
"833"	1189	941	912	11	0	912	17
"834"	1190	983	973	11	0	973	17
"835"	1191	1383	1353	14	13	1340	17
"836"	1192	1478	1437	11	13	1424	13
"837"	1193	1257	1155	16	19	1136	17
"838"	1194	1255	1253	11	0	1245	9
"839"	1195	1255	1203	16	21	1182	17
"840"	1196	1253	1180	14	14	1166	17
"841"	1197	1701	1668	15	1339	329	8
"842"	1198	1699	1642	19	1326	316	7
"843"	1199	1476	1439	14	104	1335	17
"844"	1200	1477	1470	12	0	1470	14
"845"	1201	1929	1843	19	190	1653	20
"846"	1202	1924	1757	18	78	1679	20
"847"	1203	1478	1466	13	3	1463	14
"848"	1204	1479	1453	12	2	1451	14
"849"	1205	1480	1462	14	1115	347	6
"850"	1206	1478	1478	17	1170	308	8
"851"	1207	1524	1519	12	1251	268	8
"852"	1208	1703	1669	20	861	808	17
"853"	1209	1479	1451	12	1272	179	8
"854"	1210	1477	1434	16	1301	133	8
"855"	1211	1282	1272	15	717	555	1
"856"	1212	1531	1529	11	763	766	11
"857"	1213	1756	1714	14	434	1280	11
"858"	1214	1531	1528	15	429	1099	11
"859"	1215	1525	1490	16	828	662	8
"860"	1216	1478	1475	14	181	1294	17
"861"	1217	1483	1483	11	183	1300	17
"862"	1218	1480	1459	15	1036	423	6
"863"	1253	1926	1926	16	303	1623	17
"864"	1254	1923	1886	16	524	1362	17
"865"	1255	1698	1626	16	860	766	17
"866"	1256	1921	1849	16	528	1321	17
"867"	1804	1131	1122	21	819	303	4
"868"	1805	1181	1171	20	927	244	6
"869"	1806	1018	1017	17	585	432	17
"870"	1807	1232	1214	19	886	328	4
"871"	1808	1162	1162	13	177	985	17
"872"	1809	1137	1137	15	527	610	17
"873"	1810	1367	1341	19	153	1188	17
"874"	1811	1381	1333	19	127	1206	17
"875"	1812	2504	2493	17	264	2229	14
"876"	1813	1642	1636	18	541	1095	17
"877"	1814	2357	2270	19	605	1665	14
"878"	1815	1651	1614	20	692	922	14
"879"	1816	2524	2459	19	552	1907	14
"880"	1817	1568	1566	15	264	1302	17
"881"	1818	1515	1457	19	604	853	14
"882"	1819	2526	2485	20	692	1793	14
"883"	1820	757	757	12	447	310	1
"884"	1821	1261	1248	20	197	1051	14
"885"	1822	744	742	16	191	551	9
"886"	1823	691	691	14	493	198	6
"887"	1824	1797	1570	19	154	1416	17
"888"	1825	765	765	16	324	441	9
"889"	1826	983	928	11	18	910	14
"890"	1827	1234	1234	17	148	1086	17
"891"	1828	559	559	13	299	260	9
"892"	1829	1595	1486	18	43	1443	14
"893"	1830	1139	1070	17	202	868	14
"894"	2955	1578	1547	18	1009	538	4
"895"	2956	1516	1512	19	937	575	4
"896"	2957	1298	1263	19	1062	201	4
"897"	2958	1201	1196	19	547	649	16
"898"	2959	1413	1411	18	566	845	16
"899"	2960	1474	1464	16	1176	288	4
"900"	2961	705	705	14	451	254	3
"901"	2962	1219	1218	18	527	691	16
"902"	2963	1562	1562	16	761	801	4
"903"	2964	1285	1285	17	854	431	4
"904"	2965	1125	1123	19	693	397	4
"905"	2966	1141	1141	17	938	196	5
"906"	2967	794	789	19	593	196	4
"907"	2968	492	492	18	219	232	9
"908"	2969	958	923	15	493	417	9
"909"	2970	1373	1369	16	549	820	19
"910"	2971	784	784	15	704	80	6
"911"	2972	1157	1131	17	110	1021	14
"912"	2973	1726	1719	18	716	1003	4
"913"	2974	1444	1442	19	462	980	4
"914"	2975	1541	1518	18	1155	363	4
"915"	2976	1020	1020	16	882	126	6
"916"	3277	2367	2367	15	583	1784	17
"917"	3278	1204	1204	14	538	666	17
"918"	3279	1207	1207	12	46	1161	17
"919"	3280	2372	2371	11	395	1976	17
"920"	3281	2367	2353	17	1467	886	6
"921"	3282	1249	1219	18	672	547	5
"922"	3283	1024	1023	14	377	646	17
"923"	3284	1298	1232	13	11	1221	17
"924"	3285	1295	1294	16	50	1244	17
"925"	3603	1727	1727	13	274	1453	12
"926"	3604	1904	1904	17	953	951	7
"927"	3605	1254	1254	14	527	727	4
"928"	3606	966	966	15	165	801	20
"929"	3607	1370	1370	15	166	1204	12
"930"	3608	1101	1074	17	833	241	6
"931"	3609	1289	1289	12	38	1251	19
"932"	3610	1579	1577	17	1097	480	4
"933"	3611	1211	1211	14	665	546	4
"934"	3612	1271	1255	16	177	1078	18
"935"	3613	1582	1582	8	0	1582	16
"936"	3614	1526	1526	13	331	1195	20
"937"	3615	1033	952	14	26	926	20
"938"	3616	1231	1223	18	613	610	4
"939"	3617	1588	1535	10	7	1528	16
"940"	3618	1273	1270	15	476	794	20
"941"	3619	1133	1133	15	244	889	20
"942"	3620	1193	1182	15	1059	123	5
"943"	3621	1408	1381	15	864	517	6
"944"	3622	1129	1129	15	780	349	4
"945"	3623	1142	1142	14	832	310	4
"946"	3624	1138	1106	19	684	422	4
"947"	3625	998	998	12	770	228	4
"948"	3626	1079	1029	18	693	336	5
"949"	3627	850	840	17	579	261	4
"950"	3628	970	950	19	329	621	4
"951"	3629	1050	1050	8	3	1047	13
"952"	3630	1166	1155	15	937	218	4
"953"	3631	995	992	16	133	859	17
"954"	3632	1145	1117	14	299	818	20
"955"	3633	816	743	16	391	352	9
"956"	1	1258	1258	10	1	1257	19
"957"	2	2554	2534	22	161	2319	17
"958"	3	1105	1097	8	11	1086	14
"959"	4	1202	1202	10	1	1201	17
"960"	5	1126	1125	10	0	1125	17
"961"	6	768	768	11	319	449	17
"962"	7	1126	1125	10	0	1125	17
"963"	8	993	993	9	6	987	17
"964"	9	1564	1564	15	48	1516	17
"965"	10	622	622	13	201	421	17
"966"	11	1678	1678	17	43	1635	17
"967"	12	1623	1616	18	516	1100	17
"968"	13	1060	1060	12	161	899	17
"969"	14	2143	2133	18	344	1789	17
"970"	15	1732	1732	17	135	1597	17
"971"	16	1430	1429	10	6	1423	17
"972"	17	1531	1531	11	36	1495	17
"973"	18	1168	1167	17	259	908	17
"974"	19	2272	2271	17	93	2178	17
"975"	20	1311	1311	18	20	1291	17
"976"	21	1757	1753	14	3	1750	17
"977"	22	1598	1598	17	402	1196	14
"978"	23	1237	1237	11	1	1236	17
"979"	24	1248	1248	14	92	1156	17
"980"	25	1051	1051	14	40	1011	17
"981"	26	1351	1351	17	199	1152	14
"982"	27	1223	1223	11	114	1109	17
"983"	28	1160	1159	18	166	993	14
"984"	29	1634	1634	14	10	1624	17
"985"	30	1305	1305	18	390	915	17
"986"	31	1519	1519	14	2	1517	17
"987"	32	1525	1525	11	414	1111	17
"988"	33	1873	1873	16	198	1675	16
"989"	34	967	938	12	16	922	17
"990"	35	1138	1137	10	8	1129	17
"991"	36	1855	1851	15	8	1843	17
"992"	37	1359	1359	13	11	1348	17
"993"	38	1280	1280	13	82	1198	14
"994"	39	2121	2112	19	280	1832	17
"995"	40	1047	1047	11	4	1043	17
"996"	41	2471	2471	19	273	2198	16
"997"	42	1060	1050	18	376	674	17
"998"	43	1372	1372	11	0	1372	14
"999"	44	988	988	13	225	763	17
"1000"	45	1392	1390	16	235	1155	14
"1001"	46	1810	1775	18	76	1699	17
"1002"	47	1208	1185	16	31	1154	17
"1003"	48	534	499	18	99	400	17
"1004"	49	583	535	18	319	216	17
"1005"	50	543	530	19	70	460	20
"1006"	51	458	381	18	48	333	16
"1007"	52	869	865	16	73	792	17
"1008"	53	820	746	20	347	399	17
"1009"	54	714	697	17	267	430	17
"1010"	55	778	766	16	31	735	17
"1011"	56	1888	1861	21	188	1673	17
"1012"	57	3042	2932	15	32	2900	17
"1013"	58	1099	984	22	135	849	17
"1014"	59	1598	1367	19	145	1222	17
"1015"	60	1215	1155	18	73	1082	17
"1016"	61	1283	1212	21	146	1066	17
"1017"	62	1154	1062	20	143	919	20
"1018"	63	1090	992	21	219	773	20
"1019"	64	1593	1495	18	34	1461	17
"1020"	65	1215	1181	21	413	768	20
"1021"	66	950	910	21	251	659	20
"1022"	67	961	840	10	9	831	16
"1023"	68	883	851	13	11	840	17
"1024"	69	1299	1156	14	29	1127	17
"1025"	70	1144	1025	15	26	999	17
"1026"	71	734	677	20	261	416	17
"1027"	72	746	700	15	382	318	17
"1028"	73	516	427	18	178	249	4
"1029"	74	893	804	17	8	796	17
"1030"	75	1007	910	16	11	899	17
"1031"	76	928	862	16	9	853	17
"1032"	77	794	743	16	8	735	17
"1033"	78	739	663	15	11	652	17
"1034"	79	744	677	15	8	669	17
"1035"	80	3627	3513	21	160	3353	17
"1036"	81	4603	4554	19	1202	3352	14
"1037"	82	883	882	15	138	744	14
"1038"	83	4105	3923	22	159	3764	17
"1039"	84	2143	1942	18	50	1892	17
"1040"	85	1059	1030	14	2	1028	17
"1041"	86	4925	4883	21	888	3995	14
"1042"	87	3885	3848	21	318	3530	17
"1043"	88	3558	3390	22	141	3249	17
"1044"	89	1069	1069	15	533	536	17
"1045"	90	1459	1358	17	43	1315	17
"1046"	91	1555	1452	20	84	1368	17
"1047"	92	647	611	19	123	488	17
"1048"	93	1212	1136	22	77	1059	14
"1049"	94	665	656	14	6	650	17
"1050"	95	1025	1008	20	47	961	17
"1051"	96	955	947	18	127	820	14
"1052"	97	988	893	15	18	875	17
"1053"	98	1276	1182	15	23	1159	17
"1054"	99	1125	1125	15	65	1060	14
"1055"	100	579	577	11	0	577	14
"1056"	101	1031	1031	14	271	760	17
"1057"	102	1105	1092	19	221	871	17
"1058"	103	914	913	10	0	913	14
"1059"	104	843	843	13	121	722	14
"1060"	105	1206	1194	18	520	674	17
"1061"	106	2368	2362	18	665	1697	17
"1062"	107	2984	2967	21	811	2156	14
"1063"	108	2489	2412	17	1293	1119	9
"1064"	109	2901	2883	18	1368	1515	17
"1065"	110	3835	3769	23	510	3259	17
"1066"	111	3347	3321	20	221	3100	14
"1067"	112	3136	3132	18	999	2133	17
"1068"	113	2474	2474	14	838	1636	9
"1069"	114	2599	2599	17	289	2310	9
"1070"	115	2302	2279	18	617	1662	9
"1071"	116	2392	2391	16	700	1691	9
"1072"	117	1379	1368	19	104	1264	17
"1073"	118	1834	1834	17	180	1654	17
"1074"	119	2236	2236	17	163	2073	14
"1075"	120	3768	3754	19	1393	2361	17
"1076"	121	1889	1889	19	555	1334	17
"1077"	122	1782	1690	21	414	1276	17
"1078"	123	1959	1913	20	949	964	17
"1079"	124	1787	1734	20	345	1389	17
"1080"	125	1902	1849	21	135	1714	17
"1081"	126	1646	1646	13	531	1115	17
"1082"	127	2226	2226	17	416	1810	17
"1083"	128	2000	2000	17	245	1755	17
"1084"	129	2177	2173	14	7	2166	17
"1085"	130	743	743	15	87	656	14
"1086"	131	1787	1738	19	747	991	9
"1087"	132	1631	1630	18	309	1321	12
"1088"	133	1491	1491	12	941	550	9
"1089"	134	1569	1567	20	772	795	9
"1090"	135	1136	1132	17	24	1108	14
"1091"	136	1656	1656	17	548	1108	17
"1092"	137	1437	1437	17	920	517	5
"1093"	138	1771	1676	20	706	970	17
"1094"	139	1221	1215	19	103	1112	17
"1095"	140	1538	1510	20	176	1334	12
"1096"	141	1437	1437	16	132	1305	12
"1097"	142	1439	1439	12	715	724	9
"1098"	143	1526	1511	19	243	1268	17
"1099"	144	1921	1921	11	587	1334	9
"1100"	145	1308	1308	11	568	740	9
"1101"	146	1569	1556	20	683	873	17
"1102"	147	1312	1287	14	49	1238	17
"1103"	148	1484	1482	13	8	1474	17
"1104"	149	1663	1663	11	734	929	9
"1105"	150	715	613	17	63	550	17
"1106"	151	1893	1893	15	887	1006	9
"1107"	152	1984	1984	12	771	1213	9
"1108"	153	1395	1395	13	719	676	2
"1109"	154	1727	1727	14	859	868	9
"1110"	155	2258	2258	14	889	1369	9
"1111"	156	1992	1992	14	1334	658	5
"1112"	157	2000	1970	17	1442	528	7
"1113"	158	2291	2280	19	114	2166	17
"1114"	159	2288	2288	16	1566	722	7
"1115"	160	2314	2314	16	396	1918	17
"1116"	161	2113	2113	16	845	1268	17
"1117"	162	2163	2163	17	853	1310	9
"1118"	163	1913	1913	9	0	1913	13
"1119"	164	1303	1302	19	61	1241	14
"1120"	165	1922	1914	15	11	1903	17
"1121"	166	1951	1951	11	2	1949	14
"1122"	167	1986	1986	16	65	1921	14
"1123"	168	1171	1171	16	151	1020	14
"1124"	169	1115	1094	15	57	1037	17
"1125"	170	2048	2025	19	91	1934	17
"1126"	171	2006	1959	22	264	1695	17
"1127"	172	2003	1974	22	253	1721	14
"1128"	173	2004	1997	21	109	1888	17
"1129"	174	1116	1071	18	235	836	17
"1130"	175	1912	1907	17	11	1896	14
"1131"	176	2002	1993	20	66	1927	17
"1132"	177	1825	1809	15	7	1802	14
"1133"	178	1480	1425	17	209	1216	9
"1134"	179	2302	2276	18	35	2241	17
"1135"	180	2307	2302	16	20	2282	17
"1136"	181	2362	2362	16	81	2281	17
"1137"	182	2006	2006	16	208	1798	17
"1138"	183	1873	1846	18	402	1444	17
"1139"	184	2338	2337	14	14	2323	17
"1140"	185	1799	1776	19	202	1574	17
"1141"	186	2193	2173	19	519	1654	17
"1142"	187	1799	1785	20	67	1718	17
"1143"	188	1254	1237	11	4	1233	17
"1144"	189	2480	2443	19	789	1654	17
"1145"	190	1895	1879	17	290	1589	17
"1146"	191	1913	1897	19	146	1751	17
"1147"	192	2306	2303	18	44	2259	17
"1148"	193	2046	2035	19	218	1817	17
"1149"	194	1007	969	17	20	949	17
"1150"	195	2471	2425	21	142	2283	17
"1151"	196	2091	1991	20	219	1772	17
"1152"	197	2236	2174	22	192	1982	17
"1153"	198	1229	1228	14	626	602	9
"1154"	199	4693	4475	19	551	3924	17
"1155"	200	2257	2234	21	309	1925	17
"1156"	201	4235	4143	21	1609	2534	17
"1157"	202	1578	1520	20	234	1286	17
"1158"	203	2759	2722	21	294	2428	17
"1159"	204	2028	1985	21	201	1784	17
"1160"	205	1707	1685	20	250	1435	17
"1161"	206	1885	1839	19	123	1716	17
"1162"	207	2402	2390	22	429	1961	17
"1163"	208	1446	1441	18	973	468	7
"1164"	209	2289	2279	18	947	1332	10
"1165"	210	4971	4918	21	1799	3119	9
"1166"	211	1526	1450	18	86	1364	17
"1167"	212	1255	1213	16	522	691	17
"1168"	213	4158	4123	21	934	3189	17
"1169"	214	1886	1833	21	152	1681	17
"1170"	215	1494	1455	19	200	1255	14
"1171"	216	1927	1867	19	302	1565	17
"1172"	217	2025	2004	17	319	1685	17
"1173"	218	1960	1921	19	333	1588	17
"1174"	219	1755	1746	18	100	1646	17
"1175"	220	956	941	18	288	653	17
"1176"	221	1716	1697	17	188	1509	17
"1177"	222	1690	1655	19	571	1084	17
"1178"	223	2284	2250	21	327	1923	17
"1179"	224	1925	1863	18	137	1726	17
"1180"	225	1338	1228	19	30	1198	17
"1181"	226	4402	4312	22	415	3897	17
"1182"	227	4153	4080	21	327	3753	17
"1183"	228	6238	6123	23	996	5127	17
"1184"	229	2038	1983	23	421	1562	17
"1185"	230	1696	1696	19	1017	679	5
"1186"	231	1333	1325	15	106	1219	17
"1187"	232	1837	1808	19	74	1734	17
"1188"	233	1525	1480	19	456	1024	17
"1189"	234	1676	1670	21	854	816	17
"1190"	235	1664	1636	21	496	1140	17
"1191"	236	1161	1082	17	32	1050	17
"1192"	237	1036	1036	16	403	633	14
"1193"	238	1973	1906	20	132	1774	17
"1194"	239	5728	5674	21	1383	4291	17
"1195"	240	2087	2062	23	619	1443	17
"1196"	241	1441	1435	18	86	1349	17
"1197"	242	1559	1499	14	871	628	5
"1198"	243	980	970	19	380	590	17
"1199"	244	1158	1129	19	91	1038	17
"1200"	245	2748	2735	20	667	2068	17
"1201"	246	6090	5958	21	1254	4704	17
"1202"	247	1680	1632	18	589	1043	17
"1203"	248	2754	2682	15	1319	1363	9
"1204"	249	1672	1595	22	458	1137	17
"1205"	250	1714	1666	20	115	1551	17
"1206"	251	5305	5266	23	1318	3948	17
"1207"	252	6055	5917	22	3222	2695	17
"1208"	253	1253	1247	13	386	861	10
"1209"	254	1363	1360	12	52	1308	17
"1210"	255	882	847	14	33	814	17
"1211"	256	2073	2029	19	1280	749	17
"1212"	257	1475	1466	21	460	1006	17
"1213"	258	5394	5327	21	1828	3499	17
"1214"	259	1069	1056	17	641	415	5
"1215"	260	1409	1403	16	968	435	5
"1216"	261	3935	3876	20	2004	1872	17
"1217"	262	2209	2182	17	1459	723	7
"1218"	263	1673	1664	20	550	1114	10
"1219"	264	2448	2403	20	1472	931	5
"1220"	265	2081	2052	15	700	1352	9
"1221"	266	1538	1523	16	232	1291	17
"1222"	267	1928	1898	19	1120	778	5
"1223"	268	1758	1732	20	1094	638	5
"1224"	269	5865	5798	19	3392	2406	17
"1225"	270	4983	4843	22	1360	3483	17
"1226"	271	5725	5587	21	2700	2887	9
"1227"	272	1498	1498	14	1071	427	5
"1228"	273	1538	1482	19	412	1070	17
"1229"	274	6065	5978	19	3548	2430	17
"1230"	275	1893	1888	15	77	1811	17
"1231"	276	1907	1906	16	902	1004	9
"1232"	277	1836	1823	16	159	1664	17
"1233"	278	1472	1433	20	318	1115	9
"1234"	279	1850	1847	14	443	1404	14
"1235"	280	3782	3756	17	1514	2242	17
"1236"	281	1374	1353	20	460	893	10
"1237"	282	1882	1846	18	831	1015	17
"1238"	283	1869	1780	19	795	985	17
"1239"	284	1490	1487	15	604	883	9
"1240"	285	1488	1460	18	472	988	17
"1241"	286	1362	1323	13	160	1163	17
"1242"	287	1806	1778	20	362	1416	17
"1243"	288	1488	1475	16	390	1085	9
"1244"	289	1488	1483	16	583	900	9
"1245"	290	1528	1511	17	763	748	17
"1246"	291	1930	1888	21	256	1632	17
"1250"	295	1044	992	20	307	685	17
"1253"	298	1039	1001	21	312	689	17
"1256"	301	1929	1880	21	254	1626	17
"1257"	302	1925	1877	19	133	1744	17
"1259"	304	1934	1849	17	126	1723	17
"1260"	305	1932	1878	20	103	1775	17
"1261"	1095	1881	1846	20	199	1647	17
"1262"	1096	3300	3265	21	65	3200	17
"1263"	1097	5270	5177	18	87	5090	17
"1264"	1098	3944	3749	21	265	3484	17
"1265"	1099	3758	3758	18	891	2867	17
"1266"	1100	4219	4061	18	138	3923	17
"1267"	1101	4260	4221	19	116	4105	17
"1268"	1102	4173	3973	21	177	3796	17
"1269"	1103	1764	1751	17	83	1668	17
"1270"	1104	2360	2322	18	14	2308	17
"1271"	1105	3971	3953	21	62	3891	14
"1272"	1106	4291	4264	20	651	3613	17
"1273"	1107	2080	2070	16	32	2038	17
"1274"	1108	3189	2982	20	242	2740	17
"1275"	1109	2641	2635	19	471	2164	17
"1276"	1110	2726	2707	18	221	2486	17
"1277"	1111	3117	3050	21	276	2774	17
"1278"	1112	2931	2912	21	216	2696	17
"1279"	1113	3961	3949	19	444	3505	17
"1280"	1114	4537	4519	19	919	3600	17
"1281"	1115	1223	1222	15	7	1215	17
"1282"	1116	1436	1430	13	12	1418	17
"1283"	1117	1438	1438	14	107	1331	17
"1284"	1118	788	788	9	0	788	17
"1285"	1119	1257	1257	11	39	1218	17
"1286"	1120	1466	1461	15	58	1403	17
"1287"	1121	1008	988	21	185	803	17
"1288"	1122	1441	1441	17	251	1190	17
"1289"	1123	1039	1039	16	196	843	9
"1290"	1124	1503	1497	20	349	1148	17
"1291"	1125	1032	1021	17	41	980	17
"1292"	1126	1261	1261	16	334	927	17
"1293"	1127	1221	1221	19	236	985	13
"1294"	1128	1871	1871	17	606	1265	17
"1295"	1129	1273	1246	20	41	1205	14
"1296"	1130	1303	1297	22	105	1192	14
"1297"	1131	1771	1771	18	443	1328	17
"1298"	1132	1004	997	18	12	985	9
"1299"	1133	1255	1255	17	350	905	9
"1300"	1134	1436	1399	21	150	1249	17
"1301"	1135	1911	1905	20	61	1844	17
"1302"	1136	1018	1018	16	281	737	9
"1303"	1137	1065	1036	17	70	966	17
"1304"	1138	1437	1415	16	211	1204	9
"1305"	1139	1871	1750	17	667	1083	9
"1306"	1140	1870	1778	20	121	1657	9
"1307"	1141	2003	2003	16	22	1981	9
"1308"	1142	1467	1455	14	4	1451	17
"1309"	1143	1024	1012	17	86	926	9
"1310"	1144	2136	2134	17	20	2114	17
"1311"	1145	2581	2581	14	22	2559	17
"1312"	1146	3692	3688	20	102	3586	17
"1313"	1147	1246	1222	16	14	1208	17
"1314"	1148	1470	1467	18	114	1353	17
"1315"	1149	1002	988	18	192	796	17
"1316"	1150	1658	1658	19	462	1196	17
"1317"	1151	1058	1056	19	403	653	17
"1318"	1152	801	799	13	441	358	17
"1319"	1153	791	791	16	275	516	17
"1320"	1219	4012	3978	20	67	3911	17
"1321"	1220	4329	4260	21	399	3861	17
"1322"	1221	3288	3269	20	397	2872	17
"1323"	1222	5028	4963	18	71	4892	17
"1324"	1223	4524	4420	18	194	3591	9
"1325"	1224	2305	2216	12	73	2143	17
"1326"	1225	2239	2179	14	51	2128	17
"1327"	1226	856	831	11	22	809	9
"1328"	1227	2477	2459	15	54	2405	9
"1329"	1228	2890	2819	19	41	2778	17
"1330"	1229	2685	2610	16	39	2571	17
"1331"	1230	1696	1690	13	20	1616	9
"1332"	1231	1723	1688	17	61	1627	17
"1333"	1232	2586	2545	13	41	2485	9
"1334"	1233	1956	1942	12	17	1925	9
"1335"	1234	2259	2176	14	34	2090	9
"1336"	1235	1262	1244	11	23	1221	9
"1337"	1236	2312	2293	13	27	2266	9
"1338"	1237	2563	2495	11	41	2454	17
"1339"	1238	3411	3329	19	149	3180	17
